Rooms,Footage,Rent,address,title,description,street,city,canton
6.0,150,4500,"1205 Genève, GE",«Appartement lumineux dernier étage à Plainpalais»,,,1205 Genève,GE
5.0,132,4320,"Rue du Vieux-Moulin, 1290 Versoix, GE",«Appartement Versoix - 5 pièces»,,Rue du Vieux-Moulin,1290 Versoix,GE
1.0,26,1350,"Chemin Pougnier, 1255 Veyrier, GE",«Chambre Veyrier - 1 pièce»,,Chemin Pougnier,1255 Veyrier,GE
4.0,93,3690,"Rue Le-Corbusier, 1208 Genève, GE",«Appartement Genève - 4 pièces»,,Rue Le-Corbusier,1208 Genève,GE
4.0,100,3790,"Grand-Rue, 1204 Genève, GE",«Appartement Genève - 4 pièces»,,Grand-Rue,1204 Genève,GE
3.0,65,2760,"Chemin Frank-Thomas, 1208 Genève, GE",«Appartement Genève - 3 pièces»,,Chemin Frank-Thomas,1208 Genève,GE
1.0,50,2000,"Route de Malagnou, 1208 Genève, GE",«Appartement Genève - 1 pièce»,,Route de Malagnou,1208 Genève,GE
2.0,44,2640,"Rue Pédro-Meylan, 1208 Genève, GE",«Appartement Genève - 2 pièces»,,Rue Pédro-Meylan,1208 Genève,GE
3.0,76,2058,"Rue de la Ferme, 1205 Genève, GE",«Appartement Genève - 3 pièces»,,Rue de la Ferme,1205 Genève,GE
3.0,65,2115,"Rue des Savoises, 1205 Genève, GE",«Appartement Genève - 3 pièces»,,Rue des Savoises,1205 Genève,GE
3.0,50,1922,"L'Ancienne-Route, 1218 Le Grand-Saconnex, GE",«Appartement Le Grand-Saconnex - 3 pièces»,,L'Ancienne-Route,1218 Le Grand-Saconnex,GE
1.0,40,2000,"Rue de l'Evêché, 1204 Genève, GE",«Appartement Genève - 1 pièce»,,Rue de l'Evêché,1204 Genève,GE
3.0,62,2200,"Grand-Rue, 1204 Genève, GE",«Appartement Genève - 3 pièces»,,Grand-Rue,1204 Genève,GE
4.0,120,3700,"1212 Grand-Lancy, GE","«PRIX TOP - LUMINEUX, AVEC BELLE TERRASSE»","Grand appartement entièrement rénové au rez-de-chaussée de 4 pièces au centre de Lancy, offrant deux grandes chambres à coucher, une cuisine équipée donnant sur la grande pièce à vivre, une très spacieuse salle de bain ainsi qu'une jolie terrasse toute agencée. Une place de parking vient compléter ce bien.Cette offre de BETTERHOMES se caractérise par les avantages suivants: - grande pièce à vivre lumineuse- multiples rangements intégrés- cuisine entièrement agencée - parking - belle terrasse - charge mensuelle CHF 160.- en sus- etc., etc., etc.",,1212 Grand-Lancy,GE
5.0,85,2518,"Chemin des Palettes 11, 1212 Grand-Lancy, GE",«Grand appartement de 5 pièces.»,,Chemin des Palettes 11,1212 Grand-Lancy,GE
2.0,52,1850,"Chemin de la Gradelle 18, 1224 Chêne-Bougeries, GE",«Bel appartement rénové de 2 pièces au 5ème étage»,,Chemin de la Gradelle 18,1224 Chêne-Bougeries,GE
5.0,96,2490,"Rue Peillonnex 26, 1225 Chêne-Bourg, GE","«Appartement de 5 pièces avec balcon, situé au 3ème étage.»",,Rue Peillonnex 26,1225 Chêne-Bourg,GE
7.0,174,6950,"1209 Genève, GE",«Superbe attique avec terrasse»,,,1209 Genève,GE
4.5,67,2070,"Route de Ferney 208A, 1218 Le Grand-Saconnex, GE",«Emménagez au Grand-Saconnex»,,Route de Ferney 208A,1218 Le Grand-Saconnex,GE
3.0,80,2800,"1223 Cologny, GE",«Charmant appartement avec vue dégagée»,"Situé sur le plateau de Frontenex, dans un bel immeuble de standing avec piscine intérieure, ce bel appartement en étage élevé (8ème étage) offre une vue dégagée sur les espaces verts et les montagnes. Celui-ci est composé comme suit :- Hall d'entrée avec placard,- WC visiteurs- Chambre à coucher en suite avec salle de bains/WC et machine à laver et sèche-linge- Cuisine entièrement équipée- Séjour avec balcon, vue dégagéeUne cave et une place de parc souterraine (obligatoire) complètent ce bien.Loyer mensuel : CHF 2'600.-- + CHF 200.--Place de",,1223 Cologny,GE
4.0,74,2990,"Rue des Eaux-Vives 112, 1207 Genève, GE",«Bel appartement dans le quartier des Eaux-Vives»,,Rue des Eaux-Vives 112,1207 Genève,GE
2.0,114,3430,"Rue de l'Hôtel-de-Ville 12, 1204 Genève, GE",«Appartement de 2 pièces au cour de la Vieille-Ville»,,Rue de l'Hôtel-de-Ville 12,1204 Genève,GE
3.0,42,2260,"Rue Voltaire, 1201 Genève, GE",«Bel appartement de 3 pièces avec balcon»,"Cet appartement de 3 pièces (environ 42m² habitable) se situe au 6ème étage d'un immeuble résidentiel de la rue Voltaire, à proximité immédiate des commerces, des transports publics et de toutes les commodités.Cet appartement traversant et rafraichit récemment se compose comme suit :- Un hall d'entrée spacieux- Une cuisine aménagée (électroménager à charge locataire) pouvant accueillir un coin repas avec accès au balcon- Un grand séjour- Une chambre avec accès au balcon- Une salle de bains (baignoire, lavabo et branchement pour lave linge)- Un",Rue Voltaire,1201 Genève,GE
4.0,100,3260,"Chemin de la Gradelle 20, 1224 Chêne-Bougeries, GE",«Gradelle - Très bel appartement de 4 pièces avec piscines»,"Situé dans la commune de Chêne-Bougeries, cet appartement est situé dans la Résidence en copropriété du Domaine des Chênes dans le quartier très agréable de la Gradelle. Les habitants de cet immeuble bénéficient d'un grand parc, d'une piscine extérieure et intérieure, une pataugeoire ainsi qu'un sauna et une salle de jeux. À proximité de toutes commodités, bus n° 1 & 9, 5 min à pied de la Migros, des écoles et crèches.Ce bel appartement très lumineux de 4 pièces au 8ème étage se compose comme suit:- Hall d'entrée avec placards- Une cuisine ferm",Chemin de la Gradelle 20,1224 Chêne-Bougeries,GE
4.0,63,3180,"Rue du 31-Décembre 69, 1207 Genève, GE",«Une situation privilégiée au coeur des Eaux-Vives !»,"Au sein d'un bel immeuble, cet appartement est au bénéfice des qualités suivantes: - Un hall d'entrée- Un salon - Une cuisine équipée- Deux chambres- Une salle de bains- WC séparé- Un balconCe logement vous séduira grâce à ses hauts plafonds et son parquet ancien.L'immeuble se trouve à proximité immédiate de la gare des Eaux-Vives et de son centre-commercial. En quelques minutes, vous pourrez rejoindre les bords du lac et le Jardin Anglais.Avons-nous attiré votre intérêt ? Contactez-nous directement dans l'annonce via ""Contacter lannonceur"". Vo",Rue du 31-Décembre 69,1207 Genève,GE
8.0,250,11000,"1222 Vésenaz, GE",«GRANDE MAISON FAMILIALE DE 8 PIECES AVEC JARDIN & PISCINE à Choulex/Vesenaz»,,,1222 Vésenaz,GE
5.0,169,6300,"Route des Chevaliers de Malte 39, 1228 Plan-les-Ouates, GE",«Charmant Appartement à Plan-les-Ouates en pleine nature»,,Route des Chevaliers de Malte 39,1228 Plan-les-Ouates,GE
5.0,95,3515,"Promenade de l'Europe 9, 1203 Genève, GE",«Appartement de 5 pièces aux Charmilles»,"Cet appartement de 5 pièces se situe au 3e étage d'un immeuble résidentiel, près du centre commercial Planète Charmilles.D'une surface de 95m2, il se compose de :- trois chambres à coucher- une salle de bain,- des toilettes séparées,- un grand séjour avec balcon- une cuisine équipée et agencée- un hall. Une cave est également à disposition.L'immeuble dispose d'un service de conciergerie, d'une buanderie collective, d'un local à vélo et d'un local à container. Il se situe proche de toutes commoditésIl est possible de bénéficier d'une place de pa",Promenade de l'Europe 9,1203 Genève,GE
4.0,110,4600,"Florissant 89, 1206 Genève, GE",«Bel appartement avec vue à Florissant»,,Florissant 89,1206 Genève,GE
2.0,55,2400,"Avenue d'Aïre 95, 1203 Genève, GE",«FOR RENT: An exceptional fully furnished studio with a garden»,,Avenue d'Aïre 95,1203 Genève,GE
5.0,89,2850,"18, rue de Lyon, 1201 Genève, GE",«Appartement dans le quartier de la Servette»,,18,rue de Lyon,"1201 Genève, GE"
4.0,100,4900,"Rue de la Tour 2, 1205 Genève, GE","«APPARTEMENT DE 4 PIECES DANS LE QUARTIER DE CHAMPEL, STANDING ET RÉCENT, PROCHE DE TOUTES LES COMMODITES.»",,Rue de la Tour 2,1205 Genève,GE
3.5,57,2230,"Rue Voltaire 14, 1201 Genève, GE",«A saisir ! 3.5 pièces en très bon état à proximité de toutes commodités.»,,Rue Voltaire 14,1201 Genève,GE
6.0,91,2546,"Rue de Genève 125 A, 1226 Thônex, GE",«Appartement de 6 pièces situé au 2ème étage.»,,Rue de Genève 125 A,1226 Thônex,GE
3.5,85,2900,"1222 Vésenaz, GE",«Charmant Duplex Rive Gauche (Vesenaz)»,,,1222 Vésenaz,GE
4.0,85,2500,"1293 Bellevue, GE",«Bel appartement avec terrasse et vue dégagée»,,,1293 Bellevue,GE
3.5,94,3500,"1292 Chambésy, GE","«DANS UN QUARTIER RÉSIDENTIEL, AVEC JARDIN»","Dans un quartier résidentiel au calme, cet appartement de 4 pièces et 94 m² se trouve au premier étage dune belle villa et dispose dun jardin privatif. Il est composé dun hall dentrée, dun séjour avec un balcon avec une belle vue, une cuisine aménagée, une suite parentale, une deuxième chambre et une grande salle de bains.Cette offre de BETTERHOMES se caractérise par les avantages suivants: - idéalement situé - balcon et jardin privatif- cuisine ouverte entièrement équipée- grande salle de bains- garage pour une voiture à lintérieur et 1 place",,1292 Chambésy,GE
4.0,87,3118,"Boulevard Helvétique 14, 1207 Genève, GE",«.»,,Boulevard Helvétique 14,1207 Genève,GE
1.0,28,1885,"3, rue du Commerce, 1204 Genève, GE",«Studio meublé en attique Centre Ville»,,3,rue du Commerce,"1204 Genève, GE"
7.0,325,12000,"Boulevard Helvétique 17, 1207 Genève, GE",«Bien unique à louer proche du lac au centre de Genève»,,Boulevard Helvétique 17,1207 Genève,GE
7.5,216,8700,"7, avenue Gaspard- Vallette, 1206 Genève, GE",«Spacieux et lumineux appartement»,,7,avenue Gaspard- Vallette,"1206 Genève, GE"
5.0,104,5000,"Hermance 116, 1245 Collonge-Bellerive, GE","«Bel appartement en duplex, 3 chambres»","Superbe duplex en attique traversant de 104 m², cet appartement très lumineux de 5 pièces présente une qualité de vie certaine!Dans un environnement calme et verdoyant et proche des transports en commun, commerces ainsi que des écoles privées et publiques.L'appartement possède de grands volumes grâce à sa belle hauteur sous plafond, il se compose comme suit:Rez:- Un beau séjour / salle à manger qui donne sur une terrasse- Une cuisine agencée et équipée (lave-linge)- Une salle de douche / WC- Un réduit1er étage:- Deux belles chambres à coucher a",Hermance 116,1245 Collonge-Bellerive,GE
2.0,39,1500,"Rue des Délices 21bis, 1203 Genève, GE",«Emménagez aux Délices !»,,Rue des Délices 21bis,1203 Genève,GE
8.0,160,9500,"4, chemin Sous-l'Eglise, 1222 Vésenaz, GE",«Villa individuelle de 8 pièces avec jardin»,,4,chemin Sous-l'Eglise,"1222 Vésenaz, GE"
2.0,41,2100,"16 Chemin de la gradelle, 1224 Chêne-Bougeries, GE",«Superbe studio»,,16 Chemin de la gradelle,1224 Chêne-Bougeries,GE
2.0,32,1387,"Rue Sismondi 3, 1201 Genève, GE","«3 Rue Sismondi, 2 pièces»",,Rue Sismondi 3,1201 Genève,GE
4.0,96,2620,"6, rue Faller, 1202 Genève, GE",«Logement 4 pièces Servette»,,6,rue Faller,"1202 Genève, GE"
4.0,91,2750,"Route de la Capîte 180, 1222 Vésenaz, GE",«.»,,Route de la Capîte 180,1222 Vésenaz,GE
5.5,152,5500,"18A, avenue du Bouchet, 1209 Genève, GE","«Bel appartement de 5.5 pièces, traversant, au 6ème étage avec belle vue dégagée.»",,18A,avenue du Bouchet,"1209 Genève, GE"
5.0,89,2517,"18, rue de Lyon, 1201 Genève, GE",«Appartement dans le quartier de la Servette»,,18,rue de Lyon,"1201 Genève, GE"
5.5,146,4500,"64, route de Florissant, 1206 Genève, GE",«Spacieux appartement dans le quartier de Florissant»,,64,route de Florissant,"1206 Genève, GE"
4.5,161,3750,"Chemin des Cornillons 77, 1292 Chambésy, GE","«Beau duplex entièrement repeint, avec balcon, vue sur le Léman et le Mont-Blanc.»",,Chemin des Cornillons 77,1292 Chambésy,GE
3.0,99,3302,"1209 Genève, GE",«Grand appartement 3P au Petit-Saconnex 99m²»,,,1209 Genève,GE
3.5,87,3850,"Crets de Champel 36, 1206 Genève, GE",«Magnifique 3.5 pièces appartement de 87m2 refait et meublé au Crêts-de-Champel»,,Crets de Champel 36,1206 Genève,GE
4.0,64,2224,"Bd du Pont-d'Arve 18, 1205 Genève, GE",«.»,,Bd du Pont-d'Arve 18,1205 Genève,GE
3.0,64,2224,"1205 Genève, GE",«Appartement traversant 3 pièces - Plainpalais»,,,1205 Genève,GE
4.0,65,1945,"Rue Pictet-de-Bock, 1205 Genève, GE",«Appartement Genève - 4 pièces»,,Rue Pictet-de-Bock,1205 Genève,GE
1.0,28,975,"Rue de Chêne-Bougeries, 1224 Chêne-Bougeries, GE",«Appartement Chêne-Bougeries - 1 pièce»,,Rue de Chêne-Bougeries,1224 Chêne-Bougeries,GE
3.0,60,1970,"Rue Guillaume-de-Marcossay, 1205 Genève, GE",«Appartement Genève - 3 pièces»,,Rue Guillaume-de-Marcossay,1205 Genève,GE
5.0,100,3600,"Rue Philippe-Plantamour, 1201 Genève, GE",«Appartement Genève - 5 pièces»,,Rue Philippe-Plantamour,1201 Genève,GE
4.0,84,2092,"Chemin Sous-le-Têt, 1233 Bernex, GE",«Appartement Bernex - 4 pièces»,,Chemin Sous-le-Têt,1233 Bernex,GE
3.0,42,1660,"Chemin de Chaumont, 1232 Confignon, GE",«Appartement Confignon - 3 pièces»,,Chemin de Chaumont,1232 Confignon,GE
3.5,77,2652,"Chemin de Cressy 61, 1232 Confignon, GE",«.»,,Chemin de Cressy 61,1232 Confignon,GE
5.0,114,3550,"sur demande, 1219 Châtelaine, GE",«Appartement de 5 pièces en attique à Chatelaine»,,sur demande,1219 Châtelaine,GE
3.0,64,1560,"Chemin des Palettes 25, 1212 Grand-Lancy, GE",«Appartement de 3 pièces aux Palettes (+ parking extérieur obligatoire CHF 100.-en sus)»,,Chemin des Palettes 25,1212 Grand-Lancy,GE
7.0,213,8900,"sur demande, 1218 Le Grand-Saconnex, GE",«Spacieuse et lumineuse villa mitoyenne avec piscine au Grand-Saconnex.»,,sur demande,1218 Le Grand-Saconnex,GE
5.5,173,6900,"sur demande, 1223 Cologny, GE","«Duplex en attique de 5,5 pièces à Cologny.»",,sur demande,1223 Cologny,GE
4.0,109,3600,"sur demande, 1218 Le Grand-Saconnex, GE",«Bel appartement de 4 pièces au calme.»,,sur demande,1218 Le Grand-Saconnex,GE
4.0,78,2670,"Chemin des Crêts-de-la-Capite 2, 1244 Choulex, GE",«4-pièces à Choulex proche de Vésenaz»,,Chemin des Crêts-de-la-Capite 2,1244 Choulex,GE
2.5,44,1750,"Rue Sismondi, 1201 Genève, GE","«Appartement,2.5,44»",,Rue Sismondi,1201 Genève,GE
7.0,200,7500,"1292 Chambésy, GE",«Belle maison mitoyenne à Chambésy»,,,1292 Chambésy,GE
7.0,268,2750000,"- Savonnière 23, 1245 Collonge-Bellerive, GE",«Villa individuelle de plein pied à Collonge-Bellerive EN EXCLUSIVITE»,,- Savonnière 23,1245 Collonge-Bellerive,GE
5.0,208,4900,"Chemin du Printemps 5B, 1225 Chêne-Bourg, GE",«Superbe Villa moderne à Chêne-Bourg disponible de suite!»,,Chemin du Printemps 5B,1225 Chêne-Bourg,GE
5.0,110,4990,"1223 Cologny, GE",«Magnifique duplex neuf avec un jardin de 166m2»,,,1223 Cologny,GE
5.0,144,5170,"11, rue Chandieu, 1202 Genève, GE",«Très bel appartement contemporain avec grande loggia»,,11,rue Chandieu,"1202 Genève, GE"
3.0,61,2560,"Rue De-Grenus 16, 1201 Genève, GE",«Joli 3 pièces de 61 m² à proximité de la gare Cornavin et du lac !»,,Rue De-Grenus 16,1201 Genève,GE
5.5,180,6300,"1222 Vésenaz, GE",«INDIVIDUELLE AVEC GRAND JARDIN»,"Au cœur de la commune de Vésenaz cette belle maison vous séduira par ses belles pièces et son jardin verdoyant. Au rez, vous trouverez un hall d'entrée, un salon lumineux, une cuisine entièrement équipée et un WC visiteurs. À l'étage, se trouvent 3 belles chambres dont une suite parentale avec salle de bain, une autre salle de bain et un grenier. Le sous-sol dispose d'une grande salle aménageable à souhait, d'une buanderie, d'une pièce supplémentaire et d'une cave. Cette offre de BETTERHOMES se caractérise par les avantages suivants: - située a",,1222 Vésenaz,GE
3.0,54,3210,"Avenue Dumas 5, 1206 Genève, GE",«Magnifique appartement meublé à Champel»,,Avenue Dumas 5,1206 Genève,GE
6.0,108,2955,"Chemin des Courtillets 2-4-6, 1212 Grand-Lancy, GE","«Appartement 6 pièces avec balcon, situé au 2ème étage.»",,Chemin des Courtillets 2-4-6,1212 Grand-Lancy,GE
5.5,210,13500,"1200 Genève, GE","«Genève [Geneva]: Appartamento 5,5 locali»","Genève. Dans le quartier des Eaux-Vives, le plus prestigieux de la ville, nous proposons à la location une solution élégante avec une vue imprenable sur le lac et le fameux jet d'eau à deux pas du Parc La Grange. La propriété se compose d'un appartement principal et d'une chambre de service rénovés en 2022 avec des finitions de haut standing.L'appartement principal est situé au cinquième des sept étages d'un élégant immeuble des années 1980 et se compose comme suit :hall d'entrée avec grand couloir, vestiaire et salle de bains pour les invités",,1200 Genève,GE
3.0,44,1740,"Rue du Môle 5, 1201 Genève, GE",«Emménagez aux Pâquis»,"Spacieux appartement d'environ 44 m2 idéalement situé à proximité des axes autoroutiers, des commerces et à environ 10 minutes à pied de la gare CFF Cornavin.Le logement se compose comme suit :- Un hall d'entrée- Un séjour avec accès au balcon- Une belle cuisine- Une chambre- Une salle de bains- WC séparésDisponible au 1er avril 2023.Avons-nous éveillé votre intérêt ? Dans ce cas, n'hésitez pas à vous inscrire à notre visite groupée via ce lien : https://www.perty.immo/apply.html?id=ba625f86-dbea-48a8-be2c-63a1980da600Seuls les dossiers électro",Rue du Môle 5,1201 Genève,GE
4.5,99,2990,"Avenue des Cavaliers 5, 1224 Chêne-Bougeries, GE","«Bel appartement de 4,5 pièces avec balcon, situé au 1er étage.»",,Avenue des Cavaliers 5,1224 Chêne-Bougeries,GE
1.0,25,1390,"Rue de Bâle 30, 1201 Genève, GE",«Votre prochain studio aux Pâquis!»,,Rue de Bâle 30,1201 Genève,GE
6.0,150,4800,"Bellevue, 1293 Bellevue, GE",«VILLA CONTIGUË AVEC VERANDA»,,Bellevue,1293 Bellevue,GE
5.0,195,5640,"Rue Gilbert-Trolliet 3, 1209 Genève, GE",«Spacieux appartement de 6 pièces dans un immeuble avec piscine»,"Magnifique appartement de 6 pièces au 1er étage dans un bel immeuble avec piscine intérieure, près du Parc Trembley et des Organisations Internationales.Situé dans un quartier agréable et verdoyant, cet appartement bénéfice de pièces spacieuses et lumineuses et se compose comme suit:- Hall d'entrée avec armoires encastrées- WC visiteurs- Cuisine agencée et équipée avec coin repas- Très grand séjour / Salle à manger avec accès au balcon- Partie nuit:- Hall avec de nombreuses armoires- Chambre parentale avec dressing et salle de bain en suite- De",Rue Gilbert-Trolliet 3,1209 Genève,GE
5.5,210,13500,"1200 Genève, GE","«Genève [Geneva]: Appartamento 5,5 locali»","Ginevra. Nel quartiere di Eaux-Vives, il più prestigioso della città, proponiamo in locazione elegante soluzione con vista mozzafiato sul lago e sul celebre getto d'acqua a due passi da Parc La Grange. Da qui è possibile raggiungere tutte le principali infrastrutture della città e godere di spazi aperti e panoramici.L'immobile si compone di un appartamento principale e di una stanza di servizio ristrutturati nel 2022 con finiture di alto standing.L'appartamento principale si trova al quinto di sette piani all'interno di un'elegante costruzione",,1200 Genève,GE
4.5,96,2600,"66, route de la Gare-de-Satigny, 1242 Satigny, GE",«4.5 pièces traversant - 2 balcons»,,66,route de la Gare-de-Satigny,"1242 Satigny, GE"
3.0,45,2120,"Av. Ernest-Pictet 2, 1203 Genève, GE",«Splendide appartement proche de toutes les commodités»,"Dans vos recherches d'appartement, souhaiteriez-vous un logement proche des organisations internationales, des commerces et des transports publics ? Quel cadre de vie souhaiteriez-vous ?Un immeuble proche du centre ville et des nations uniesPlusieurs lignes de transport à quelques minutes à piedDe nombreux restaurants et commerces à proximitéLes atouts de cet immeuble sont les suivants :Un immeuble sécurisé avec ascenseur Calme donnant sur une cour intérieureDisposant d'une buanderie commune et d'un local véloNous vous proposons un très bel app",Av. Ernest-Pictet 2,1203 Genève,GE
1.0,20,1660,"Rue de la Tour 2, 1205 Genève, GE","«STUDIO, QUARTIER DE CHAMPEL, PROCHE DE TOUTES LES COMMODITES»",,Rue de la Tour 2,1205 Genève,GE
5.0,130,5500,"1206 Genève, GE",«SUPERBE APPARTEMENT DE 5 PIECES - TRAVERSANT - 2 BALCONS AVEC VUE DEGAGEE!!»,,,1206 Genève,GE
9.0,245,18000,"..rue st léger 8, 1205 Genève, GE",«Appartement de standing au coeur de Genève»,,..rue st léger 8,1205 Genève,GE
8.0,300,14000,"1290 Versoix, GE",«Magnifique maison d'architecte au bord du lac»,"Sise dans la commune de Versoix et les Organisations internationales, proche accès autoroute et aéroport, cette maison d'architecte d'environ 300 m2 présente de nombreux atouts de par son architecture et son sous-sol offrant un bel espace. En outre, la copropriété ainsi que ses résidents bénéficient d'un port privé, une piscine commune ainsi qu'un air de jeux et un beau parc. Elle offre de belles caractéristiques pour répondre à une vie familiale agréable et pratique.Rez- Hall d'entrée menant à un office- Grande cuisine agencée et équipée avec",,1290 Versoix,GE
4.0,64,2330,"Rue Leschot 7, 1205 Genève, GE",«.»,,Rue Leschot 7,1205 Genève,GE
4.0,70,3650,"Avenue Gasparin 21, 1224 Chêne-Bougeries, GE",«Bel appartement à Chêne-Bougeries»,,Avenue Gasparin 21,1224 Chêne-Bougeries,GE
4.0,75,1935,"Chemin de l'Echarpine 4, 1214 Vernier, GE",«Un logement lumineux à Vernier. Bail à terme fixe au 30.11.2023»,,Chemin de l'Echarpine 4,1214 Vernier,GE
2.0,50,3150,"Route des Chevaliers de Malte 39, 1228 Plan-les-Ouates, GE",«Original Pieds-à-terre à Plan les Ouates»,,Route des Chevaliers de Malte 39,1228 Plan-les-Ouates,GE
4.0,100,2990,"Avenue des Cavaliers 5, 1224 Chêne-Bougeries, GE",«Bel appartement traversant de 4 pièces»,,Avenue des Cavaliers 5,1224 Chêne-Bougeries,GE
6.0,128,5150,"Chemin de Sous-Bois, 1202 Genève, GE",«Bel appartement de 6 pièces avec balcon»,"Situé à deux pas des Organisations Internationales, cet appartement moderne de 6 pièces se trouve au coeur des Organisations Internationales. D'une surface habitable d'environ 128m², il bénéficie d'une situation idéale, dans un quartier calme et résidentiel, à proximité de toutes les commodités.Situé au 4ème et avant dernier étage d'une résidence de standing, ce logement est traversant et vous fera profiter d'un ensoleillement optimal.En très bon état d'entretien général, cet objet moderne se compose pour sa partie jour, d'un hall d'entrée spac",Chemin de Sous-Bois,1202 Genève,GE
6.5,187,4900,"1214 Vernier, GE",«Bel appartement avec balcon à Chatelaine»,,,1214 Vernier,GE
4.5,75,2416,"Chemin Pré-Puits 4, 1246 Corsier GE, GE",«.»,,Chemin Pré-Puits 4,1246 Corsier GE,GE
6.5,270,10600,"1223 Cologny, GE",«Attique à Cologny - vue lac»,,,1223 Cologny,GE
5.0,141,5500,"Chemin du Pommier, 44, 1218 Le Grand-Saconnex, GE",«Superbe appartement de 5 pièces au cœur de la Genève internationale»,,Chemin du Pommier,44,"1218 Le Grand-Saconnex, GE"
1.0,26,1630,"Rue du Lac 4 - 6, 1207 Genève, GE",«Joli appartement aux Eaux-Vives»,,Rue du Lac 4 - 6,1207 Genève,GE
2.0,44,2500,"10, avenue Dumas, 1206 Genève, GE",«Charmant appartement proche du Parc Bertrand»,,10,avenue Dumas,"1206 Genève, GE"
5.0,160,4000,"1242 Satigny, GE",«Location courte durée - Appartement avec jardin à Satigny»,,,1242 Satigny,GE
5.0,80,2680,"Rue de la Prulay 37, 1217 Meyrin, GE",«.»,,Rue de la Prulay 37,1217 Meyrin,GE
3.0,62,2110,"Chemin Beau-Soleil 1, 1206 Genève, GE",«Appartement de 3 pièces dans le quartier de Champel»,,Chemin Beau-Soleil 1,1206 Genève,GE
12.0,400,14900,"1292 Chambésy, GE",«Grande maison de maître à Chambesy.»,,,1292 Chambésy,GE
5.0,143,4500,"Rue de la Navigation 3, 1201 Genève, GE",«Splendide appartement contemporain idéalement situé près du Lac Léman»,"Nous louons ce superbe logement qui saura vous offrir tout le confort que vous méritez près du Lac Léman.Vos avantages en un coup d'œil :transports publics à proximité immédiateà 3 minutes de la Gare Cornavinproche du lac et de la gare routièredivers commerces aux alentoursBel immeuble :sécurisé par un interphoneéquipé d'un ascenseurdeux portes d'accès automatiséesLe bien en location se compose comme suit :un spacieux salon une cuisine agencée et équipée trois belles chambres une salle de bains avec douche, baignoire et WCune salle de douches a",Rue de la Navigation 3,1201 Genève,GE
4.0,90,3400,"1248 Hermance, GE",«Triplex de 4 pièces à Hermance»,,,1248 Hermance,GE
5.0,149,6500,"1202 Genève, GE",«Magnifique appartement entièrement meublé de 5 pièces»,,,1202 Genève,GE
5.0,171,5500,"1218 Le Grand-Saconnex, GE",«5 pièces entièrement rénové au coeur des organisations internationales»,,,1218 Le Grand-Saconnex,GE
4.0,70,1942,"Grand-Montfleury, 1290 Versoix, GE",«Appartement Versoix - 4 pièces»,,Grand-Montfleury,1290 Versoix,GE
5.0,120,3340,"1218 Le Grand-Saconnex, GE",«Bel appartement à proximité des Organisations Internationales»,,,1218 Le Grand-Saconnex,GE
3.5,85,2280,"1206 Genève, GE","«Appartement de 3,5 pièces à Champel»",,,1206 Genève,GE
5.0,76,2200,"route de Frontenex, 1207 Genève, GE",«Appartement rénové de 5 pièces avec très belle vue aux Eaux-Vive»,,route de Frontenex,1207 Genève,GE
2.0,42,1450,"Av. F.-A Grison, 1225 Chêne-Bourg, GE","«Appartement,2,42»",,Av. F.-A Grison,1225 Chêne-Bourg,GE
3.0,50,2300,"1233 Bernex, GE",«Magnifique appartement meublé de 50m2 avec terrasse»,,,1233 Bernex,GE
5.0,100,3200,"1212 Grand-Lancy, GE",«Appartement de 5 pièces au Grand-Lancy»,,,1212 Grand-Lancy,GE
3.0,55,2260,"Rue Pradier, 1201 Genève, GE","«Meublé,3,55»",,Rue Pradier,1201 Genève,GE
5.0,85,2370,"Rue de la Poterie 18, 1202 Genève, GE",«.»,,Rue de la Poterie 18,1202 Genève,GE
4.0,126,2950,"Ch. des Courbes 10, 1247 Anières, GE","«Votre logement à Anières, sur les hauteurs du lac»",,Ch. des Courbes 10,1247 Anières,GE
1.0,18,925,"Ch. de la Milice 2, 1228 Plan-les-Ouates, GE",«QUARTIER CALME ET VERDOYANT»,,Ch. de la Milice 2,1228 Plan-les-Ouates,GE
2.0,26,1330,"Rue de la Filature 32, 1227 Carouge GE, GE",«Charmant appartement à Carouge»,,Rue de la Filature 32,1227 Carouge GE,GE
4.0,93,3350,"1292 Chambésy, GE",«Bel appartement avec jardin à Chambésy»,,,1292 Chambésy,GE
5.0,120,4790,"Rue de Lausanne, 1201 Genève, GE",«Rue de Lausanne - Appartement de 5 pièces au 4ème étage»,,Rue de Lausanne,1201 Genève,GE
1.0,60,2620,"Avenue de Budé, 1202 Genève, GE",«Grand et spacieux studio dans le quartier ONU»,,Avenue de Budé,1202 Genève,GE
5.0,208,4900,"Chemin du Printemps, 1225 Chêne-Bourg, GE","«Villa,5,208»",,Chemin du Printemps,1225 Chêne-Bourg,GE
2.0,27,1350,"Rue Henri-Dunant 20, 1205 Genève, GE",«Votre prochain appartement à Plainpalais»,,Rue Henri-Dunant 20,1205 Genève,GE
1.0,43,1715,"Rue Gustave-Revilliod  14, 1227 Les Acacias, GE",«Emménagez aux Acacias !»,,Rue Gustave-Revilliod  14,1227 Les Acacias,GE
3.0,65,2579,"Rue de Montchoisy 19, 1207 Genève, GE","«19 Rue de Montchoisy, 3 pièces»",,Rue de Montchoisy 19,1207 Genève,GE
